book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count
3759,142002046,9780000000000,Ian Fleming,1959.0,Goldfinger,"Goldfinger (James Bond, #7)",3.8,13267
371456,3746611091,9780000000000,Émile Zola,1880.0,Nana,"Nana (Les Rougon-Macquart, #9)",3.84,13610
12988089,1442454148,9780000000000,Richard Paul Evans,2012.0,Rise of the Elgen,"Rise of the Elgen (Michael Vey, #2)",4.29,15152
103035,743417321,9780000000000,Clive Barker,1988.0,Cabal,Cabal,3.92,13557
144127,812541626,9780000000000,David Farland,1998.0,The Sum of All Men,The Runelords (Runelords #1),3.74,14938
17329041,241963745,9780000000000,Suzanne Rindell,2013.0,The Other Typist,The Other Typist,3.55,7107
35125,2290011150,9780000000000,Alan Dean Foster,1979.0,Alien,Alien,4.08,13669
8805443,399157077,9780000000000,Robert Crais,2011.0,The Sentry,"The Sentry (Elvis Cole, #14; Joe Pike, #3)",4.2,14248
13111733,1456527738,9780000000000,J.M. Darhower,2014.0,Sempre,"Sempre (Sempre, #1)",4.21,14217
17333171,042527067X,9780000000000,Ilona Andrews,2015.0,Magic Shifts,"Magic Shifts (Kate Daniels, #8)",4.47,16363
6678,141311428,9780000000000,"Roald Dahl, Quentin Blake",1986.0,Going Solo,Going Solo,4.04,14086
517344,786838825,9780000000000,"Sara Pennypacker, Marla Frazee",2006.0,"Clementine (Clementine, #1)","Clementine (Clementine, #1)",3.9,15584
8752885,1841498874,9780000000000,Daniel Abraham,2011.0,The Dragon's Path,"The Dragon's Path (The Dagger and the Coin, #1)",3.78,13508
402128,151686564,9780000000000,"T.S. Eliot, Edward Gorey",1939.0,Old Possum's Book of Practical Cats,Old Possum's Book of Practical Cats,4.09,15410
25106926,1471132978,9780000000000,Philippa Gregory,2015.0,The Taming of the Queen,"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",3.89,9793
39792,1565849930,9780000000000,"Henning Mankell, Laurie Thompson",1994.0,Mannen som log,"The Man Who Smiled (Kurt Wallander, #4)",3.93,12545
16012,1931514607,9780000000000,Ai Yazawa,2000.0,Paradise Kiss 1,"Paradise Kiss, Vol. 1 (Paradise Kiss, #1)",4.11,14065
4485966,1591842247,9780000000000,Geoff Colvin,2008.0,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,3.96,12511
3122173,312947062,9780000000000,Sherrilyn Kenyon,2008.0,One Silent Night,One Silent Night (Dark-Hunter #15),4.13,21869
61906,743468406,9780000000000,Lois McMaster Bujold,1986.0,The Warrior's Apprentice,"The Warrior's Apprentice (Vorkosigan Saga, #2)",4.29,15782
62103,805017224,9780000000000,"George C. Perry, Clive Barda, Jane Rice, Andrew Lloyd Webber",1987.0,The Complete Phantom of the Opera,The Complete Phantom of the Opera,4.29,13681
295834,810993236,9780000000000,"Michael Buckley, Peter Ferguson",2005.0,The Unusual Suspects,"The Unusual Suspects (The Sisters Grimm, #2)",4.22,17793
228992,345418484,9780000000000,Stephen R. Donaldson,1983.0,The White Gold Wielder,"White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",4.01,14117
203288,345334310,9780000000000,Anne McCaffrey,1969.0,The Ship Who Sang,"The Ship Who Sang (Brainship, #1)",4.0,18613
23168817,076537708X,9780000000000,"Liu Cixin, Joel Martinsen",2008.0,黑暗森林,"The Dark Forest (Remembrance of Earth’s Past, #2)",4.38,12476
11806716,1841499005,9780000000000,Mira Grant,2012.0,Blackout,"Blackout (Newsflesh Trilogy, #3)",4.11,14819
32443,425153975,9780000000000,"Leigh Nichols, Dean Koontz",1981.0,The Eyes of Darkness,The Eyes of Darkness,3.85,14002
47957,451456726,9780000000000,Anne Bishop,1999.0,Heir to the Shadows,"Heir to the Shadows (The Black Jewels, #2)",4.33,18541
84844,752815393,9780000000000,Tami Hoag,1996.0,Guilty as Sin (Deer Lake #2),"Guilty as Sin  (Deer Lake, #2)",4.1,13575
153007,044661002X,9780000000000,Jacqueline Carey,2006.0,Kushiel's Scion,"Kushiel's Scion (Imriel's Trilogy, #1)",4.19,16358
89185,441010644,9780000000000,Alastair Reynolds,2001.0,Chasm City,Chasm City,4.12,13802
6791212,230744273,9780000000000,Martin Sixsmith,2009.0,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search","The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",3.65,7261
1432370,786868910,9780000000000,Liz Murray,2010.0,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard","Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",4.19,12664
8315872,399157034,9780000000000,"J.D. Robb, Nora Roberts",2011.0,Treachery in Death,"Treachery in Death (In Death, #32)",4.43,17289
17797253,345516532,9780000000000,Nancy Horan,2014.0,Under the Wide and Starry Sky,Under the Wide and Starry Sky,3.57,12105
47345,743225082,9780000000000,Tony Parsons,1999.0,Man and Boy,"Man and Boy (Harry Silver, #1)",3.55,11603
10115,330353829,9780000000000,Margaret George,1997.0,The Memoirs of Cleopatra,The Memoirs of Cleopatra,4.17,14235
10503124,345505514,9780000000000,Steve Berry,2011.0,The Jefferson Key,"The Jefferson Key (Cotton Malone, #7)",3.88,13472
18339630,345808002,9780000000000,Miriam Toews,2014.0,All My Puny Sorrows,All My Puny Sorrows,3.93,11602
18339743,804138567,9780000000000,Miranda Beverly-Whittemore,2014.0,Bittersweet,Bittersweet,3.44,11544
513367,553341030,9780000000000,John Gribbin,1984.0,In Search of Schrödinger's Cat : Quantum Physics And Reality,In Search of Schrödinger's Cat: Quantum Physics and Reality,4.0,12399
62571,765357054,9780000000000,F. Paul Wilson,1981.0,The Keep ,"The Keep (Adversary Cycle, #1)",3.98,13211
60929,446603775,9780000000000,Octavia E. Butler,1987.0,Dawn,"Dawn (Xenogenesis, #1)",4.1,13744
3344411,1933633638,9780000000000,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947.0,Jeder stirbt für sich allein,Every Man Dies Alone,4.21,6838
24934065,698410424,9780000000000,Alwyn Hamilton,2016.0,Rebel of the Sands,"Rebel of the Sands (Rebel of the Sands, #1)",3.96,16789
21618,441005667,9780000000000,Joe Haldeman,1997.0,Forever Peace ,"Forever Peace (The Forever War, #2)",3.73,14124
762064,425178579,9780000000000,"J.D. Robb, Nora Roberts",2001.0,Betrayal in Death,"Betrayal in Death (In Death, #12)",4.31,19215
123632,440351839,9780000000000,"C.G. Jung, Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John Freeman, Marie-Louise von Franz",1964.0,Man and His Symbols,Man and His Symbols,4.18,12463
7955881,545208858,9780000000000,Kazu Kibuishi,2010.0,Amulet: Book Three: The Cloud Searchers,"The Cloud Searchers (Amulet, #3)",4.36,15936
27276262,1501126229,9780000000000,Steven  Rowley,2016.0,Lily and the Octopus,Lily and the Octopus,3.74,13667
3447,061870986X,9780000000000,Tim O'Brien,1994.0,In the Lake of the Woods,In the Lake of the Woods,3.78,12441
6264710,312949820,9780000000000,"Lisa Kleypas, Rosalyn Landor",2009.0,Tempt Me at Twilight,"Tempt Me at Twilight (The Hathaways, #3)",4.18,23125
12677913,1402798431,9780000000000,Colleen Houck,2012.0,Tiger's Destiny,"Tiger's Destiny (The Tiger Saga, #4)",4.41,18503
372385,440222702,9780000000000,Harlan Coben,1997.0,Back Spin,Back Spin (Myron Bolitar #4),3.96,14333
17452179,571297889,9780000000000,Louise Doughty,2013.0,Apple Tree Yard,Apple Tree Yard,3.71,10082
136642,2841873900,9780000000000,"Douglas Preston, Lincoln Child",2000.0,The Ice Limit,The Ice Limit (Ice Limit #1),3.97,12250
8356487,316127191,9780000000000,Gail Carriger,2011.0,Heartless,"Heartless (Parasol Protectorate, #4)",4.07,22670
389827,764200119,9780000000000,Janette Oke,1983.0,When Calls the Heart,"When Calls the Heart (Canadian West, #1)",4.19,13609
133241,671870114,9780000000000,Julie Garwood,1993.0,Saving Grace,Saving Grace,4.25,19061
7198269,312605382,9780000000000,Lisa Kleypas,2010.0,Married By Morning,"Married By Morning (The Hathaways, #4)",4.14,22830
30593,1400041988,9780000000000,"Vladimir Nabokov, David Lodge",1953.0,Pnin,Pnin,3.9,11538
76661,345322231,9780000000000,Piers Anthony,1987.0,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",3.95,15569
3334563,1905294964,9780000000000,Cornelia Funke,1990.0,Inkheart,"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",4.17,14014
102030,4770019572,9780000000000,"Eiji Yoshikawa, Charles Terry, Edwin O. Reischauer",1935.0,宮本武蔵 Miyamoto Musashi,Musashi,4.43,9574
6398972,385532458,9780000000000,John Grisham,2008.0,Ford County,Ford County,3.56,13770
93157,140436030,9780000000000,Matthew      Lewis,1796.0,The Monk,The Monk,3.8,13633
17232261,345522028,9780000000000,Jamie Ford,2013.0,Songs of Willow Frost,Songs of Willow Frost,3.64,13645
280366,312340702,9780000000000,"Arnaldur Indriðason, Bernard Scudder",2000.0,Mýrin,"Jar City (Inspector Erlendur, #3)",3.8,11803
28568,743437810,9780000000000,Jeffery Deaver,2003.0,The Vanished Man,"The Vanished Man (Lincoln Rhyme, #5)",4.08,13353
12291438,62128027,9780000000000,Megan Shepherd,2013.0,The Madman’s Daughter,"The Madman’s Daughter (The Madman’s Daughter, #1)",3.69,17647
16131072,316211222,9780000000000,"James Patterson, Howard Roughan",2013.0,Second Honeymoon,"Second Honeymoon (Honeymoon, #2)",3.89,11418
55352,786891122,9780000000000,George Carlin,1997.0,Brain Droppings,Brain Droppings,4.11,13255
1653655,439903440,9780000000000,Gordon Korman,2008.0,Swindle,"Swindle (Swindle, #1)",3.94,13562
15832932,803739095,9780000000000,Huntley Fitzpatrick,2014.0,What I Thought Was True,What I Thought Was True,3.71,16390
10429037,62081861,9780000000000,Sara Shepard,2011.0,Ruthless,"Ruthless (Pretty Little Liars, #10)",3.93,16885
18667976,399162178,9780000000000,Beatriz Williams,2014.0,The Secret Life of Violet Grant,The Secret Life of Violet Grant,3.97,12825
37338,425213617,9780000000000,Shayla Black,2007.0,Wicked Ties,"Wicked Ties (Wicked Lovers, #1)",3.97,22097
47878,043984665X,9780000000000,Jenny Nimmo,2007.0,"Charlie Bone and the Beast (The Children of the Red King, # 6)","Charlie Bone and the Beast (The Children of the Red King, #6)",3.93,16397
22055280,765336413,9780000000000,Brian Staveley,2015.0,The Providence of Fire,"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",4.16,11629
51985,300115466,9780000000000,"Jean-Paul Sartre, Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber",1946.0,L'Existentialisme est un humanisme ,Existentialism Is a Humanism,3.96,12493
15451058,679456201,9780000000000,Gloria Steinem,2015.0,My Life on the Road,My Life on the Road,4.08,15997
6609864,61767603,9780000000000,Lauren Conrad,2010.0,Sugar and Spice,"Sweet Little Lies (L.A. Candy, #2)",3.53,14901
342994,439643635,9780000000000,"Hans Christian Andersen, Rachel Isadora",1845.0,Den Lille Pige med Svovlstikkerne,The Little Match Girl,4.08,16478
95643,156031566,9780000000000,Rory Stewart,2004.0,The Places In Between,The Places in Between,3.88,11445
24611454,425280101,9780000000000,Nora Roberts,2015.0,Stars of Fortune,"Stars of Fortune (The Guardians Trilogy, #1)",4.0,12822
16342,425205967,9780000000000,Agatha Christie,1959.0,Cat Among the Pigeons,"Cat Among the Pigeons (Hercule Poirot, #32)",3.82,17221
15786792,385535309,9780000000000,Edward Rutherfurd,2013.0,Paris,Paris,3.95,8441
77995,486270645,9780000000000,Guy de Maupassant,1884.0,The Necklace and Other Short Stories,The Necklace and Other Short Stories,3.94,11688
84786,446694258,9780000000000,Michael Connelly,1999.0,Void Moon,Void Moon,3.95,14090
34057,543895882,9780000000000,Rudyard Kipling,1897.0,Captains Courageous,Captains Courageous,3.88,14823
31333,8466302204,9790000000000,Anne Rice,1997.0,Violin,Violin,3.26,14911
25527908,1250076420,9780000000000,Sharon Guskin,2016.0,The Forgetting Time,The Forgetting Time,3.79,8457
13618,1421501708,9780000000000,"Tsugumi Ohba, Takeshi Obata",2004.0,デスノート #3 (Desu Nōto) Gekisō (激走),"Death Note, Vol. 3: Hard Run (Death Note, #3)",4.42,18012
11309018,399256180,9780000000000,John Flanagan,2011.0,The Lost Stories,"The Lost Stories (Ranger's Apprentice, #11)",4.27,15816
10947600,1921794097,9780000000000,Hannah Harrington,2011.0,Saving June,Saving June,3.97,14867
23398806,451475496,9780000000000,M.J. Arlidge,2014.0,Eeny Meeny,"Eeny Meeny (Helen Grace, #1)",3.88,8498
7830126,553807722,9780000000000,Dean Koontz,2010.0,What the Night Knows,What the Night Knows,3.74,13873
6611038,1439147973,9780000000000,Jennifer Estep,2010.0,Spider's Bite,"Spider's Bite (Elemental Assassin, #1)",3.87,24192
123845,486277909,9780000000000,Ralph Waldo Emerson,1844.0,Self-Reliance and Other Essays,Self-Reliance and Other Essays,4.14,14484
70241,312420331,9780000000000,J.G. Ballard,1973.0,Crash,Crash,3.58,13217
769016,380811960,9780000000000,"Adele Faber, Elaine Mazlish, Kimberly Ann Coe",1979.0,How to Talk So Teens Will Listen and Listen So Teens Will Talk,How to Talk So Kids Will Listen & Listen So Kids Will Talk,4.24,10931
294951,879101369,9780000000000,"Joseph Stein, Jerry Bock, Sheldon Harnick",1964.0,Fiddler On the Roof: Based on Sholom Aleichem's Stories,Fiddler on the Roof,4.2,14049
17607848,1459245954,9780000000000,Sylvia Day,2013.0,Afterburn,"Afterburn (Jax & Gia, #1)",3.97,17821
7926,385732953,9780000000000,Sydney Taylor,1951.0,All-of-a-Kind Family,"All-of-a-Kind Family (All-of-a-Kind Family, #1)",4.23,18383
18114057,525953183,9780000000000,Daniel Suarez,2014.0,Influx,Influx,3.91,6938
15560,345396553,9780000000000,Terry Brooks,2000.0,Ilse Witch ,"Ilse Witch (Voyage of the Jerle Shannara, #1)",3.95,14386
95420,375701044,9780000000000,Katharine Graham,1997.0,Personal History,Personal History,4.13,13714
40320,312983271,9780000000000,"Janet Evanovich, Charlotte Hughes",1981.0,Full House,Full House (Full #1),3.63,17813
291,806501901,9780000000000,"Kahlil Gibran, Anthony R. Ferris",1912.0,الأجنحة المتكسرة,The Broken Wings,3.93,5611
13109291,62116851,9780000000000,Robin Hobb,2013.0,Blood of Dragons,"Blood of Dragons (Rain Wild Chronicles, #4)",4.12,12165
539904,450837319,9780000000000,Cornelius Ryan,1974.0,A Bridge Too Far,A Bridge Too Far,4.24,13676
87220,60540745,9780000000000,Jerry Spinelli,2002.0,Loser,Loser,3.72,15079
498835,752860550,9780000000000,Kate Mosse,2007.0,Sepulchre,"Sepulchre (Languedoc, #2)",3.73,13368
100247,812992180,9780000000000,Rolf Potts,2002.0,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,3.92,13128
12383252,425247546,9780000000000,Laurell K. Hamilton,2012.0,Kiss the Dead,"Kiss the Dead (Anita Blake, Vampire Hunter #21)",3.79,18225
10775,684804522,9780000000000,Ernest Hemingway,1985.0,The Garden of Eden,The Garden of Eden,3.74,12948
1333030,425219437,9780000000000,Maya Banks,2008.0,"Sweet Surrender (Sweet Series, #1)","Sweet Surrender (Sweet, #1)",3.99,20856
22875,345418476,9780000000000,Stephen R. Donaldson,1982.0,The One Tree,"The One Tree (The Second Chronicles of Thomas Covenant, #2)",3.96,13812
24816,836217691,9780000000000,Bill Watterson,1994.0,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection,4.71,14113
24476,743406567,9780000000000,Chuck Klosterman,2001.0,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,3.8,11376
795034,886775981,9780000000000,Tad Williams,1993.0,To Green Angel Tower (Siege),"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3; Part 1)",4.18,13830
6818019,307589676,9780000000000,"Nujood Ali, Delphine Minoui, Linda Coverdale",2009.0,"Moi Nojoud, 10 ans, divorcée","I Am Nujood, Age 10 and Divorced",3.79,13607
43798,345376048,9780000000000,Anne Rice,1979.0,The Feast of All Saints,The Feast of All Saints,3.83,15221
18453074,316033979,9780000000000,Joshua Ferris,2014.0,To rise again at a decent hour,To Rise Again at a Decent Hour,3.08,10270
150720,571199976,9780000000000,David Auburn,2000.0,Proof: A Play,Proof,4.01,13777
121581,441653049,9780000000000,"Robert A. Heinlein, Damon Knight",1967.0,The Past through Tomorrow,"The Past Through Tomorrow (Future History, #1-21)",4.15,13920
86525,394720954,9780000000000,Robert A. Caro,2002.0,Master of the Senate,"Master of the Senate (The Years of Lyndon Johnson, #3)",4.41,11411
6671,037581423X,9780000000000,Roald Dahl,1977.0,The Wonderful Story Of Henry Sugar And Six More,The Wonderful Story of Henry Sugar and Six More,4.15,13419
7926242,399157212,9780000000000,Patricia Cornwell,2010.0,Port Mortuary,"Port Mortuary (Kay Scarpetta, #18)",3.55,14765
154795,1563890976,9780000000000,"Dan Jurgens, Jerry Ordway, Louise Simonson, Roger Stern, Jon Bogdanove, Tom Grummett, Jackson Butch Guice, Brett Breeding, Rick Burchett, Doug Hazlewood, Dennis Janke, Denis Rodier",1993.0,The Death of Superman,The Death of Superman,3.89,12630
144800,1841959111,9780000000000,Steven Hall,2007.0,The Raw Shark Texts,The Raw Shark Texts,3.87,11010
27904311,1423160924,9780000000000,Rick Riordan,2016.0,The Hammer of Thor,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",4.37,22736
1307,553295411,9780000000000,"Margaret Weis, Tracy Hickman",1991.0,Fire Sea,"Fire Sea (The Death Gate Cycle, #3)",4.05,14707
13547504,743236718,9780000000000,Andrew Solomon,2012.0,"Far from the Tree: Parents, Children, and the Search for Identity","Far from the Tree: Parents, Children, and the Search for Identity",4.26,11879
958277,679826424,9780000000000,"Barbara Park, Denise Brunkus",1992.0,Junie B. Jones and the Stupid Smelly Bus,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",3.9,16918
23887,60882867,9780000000000,"Gabriel García Márquez, Gregory Rabassa",1975.0,El otoño del patriarca,The Autumn of the Patriarch,3.84,10576
3276637,7201788,9780000000000,Conn Iggulden,2008.0,Bones of the Hills,"Bones of the Hills (Conqueror, #3)",4.32,11461
13330771,307957241,9780000000000,Oliver Sacks,1995.0,Hallucinations,Hallucinations,3.85,11443
12444297,385344414,9780000000000,Karen Marie Moning,2015.0,Burned,"Burned (Fever, #7)",4.12,17562
104086,451458222,9780000000000,Guy Gavriel Kay,1984.0,The Summer Tree,The Summer Tree (The Fionavar Tapestry #1),3.99,16187
7909,64400964,9780000000000,"Maud Hart Lovelace, Lois Lenski",1940.0,Betsy-Tacy,"Betsy-Tacy (Betsy-Tacy, #1)",4.07,18024
2020935,316014559,9780000000000,Sara Zarr,2008.0,Sweethearts,Sweethearts,3.64,16515
1474628,434017841,9780000000000,Lauren Groff,2008.0,The Monsters of Templeton,The Monsters of Templeton,3.58,13849
18107951,425263150,9780000000000,Charlaine Harris,2014.0,Midnight Crossroad,"Midnight Crossroad (Midnight, Texas, #1)",3.63,15029
269746,553584707,9780000000000,Diane Mott Davidson,1990.0,Catering to Nobody,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",3.85,15777
12614410,373210574,9780000000000,Julie Kagawa,2012.0,The Lost Prince,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",4.05,21049
2095583,743294386,9780000000000,Kathy Reichs,2008.0,Devil Bones,"Devil Bones (Temperance Brennan, #11)",3.89,18180
116114,517223007,9780000000000,James  Jones,1951.0,From Here to Eternity,From Here to Eternity,4.09,13106
389763,1401911846,9780000000000,Wayne W. Dyer,1899.0,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,4.24,11997
81176,446693790,9780000000000,Michael Moore,2003.0,"Dude, Where's My Country?","Dude, Where's My Country?",3.4,12468
364089,345412214,9780000000000,Mario Puzo,1996.0,The Last Don,The Last Don,3.8,11327
19452,60724501,9780000000000,Meg Cabot,2005.0,Ready or Not,"Ready or Not (All-American Girl, #2)",3.4,21089
163363,809015803,9780000000000,Gerda Weissmann Klein,1959.0,All But My Life,All But My Life: A Memoir,4.28,13710
2249196,1401218377,9780000000000,"Grant Morrison, Frank Quitely",2009.0,"All-Star Superman, Vol. 2","All-Star Superman, Vol. 2",4.33,12420
17345242,553805444,9780000000000,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014.0,The World of Ice and Fire,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,4.25,12119
110386,380820854,9780000000000,Julia Quinn,2003.0,"To Sir Phillip, With Love","To Sir Phillip, With Love (Bridgertons, #5)",3.89,21928
298730,689839103,9780000000000,Margaret Peterson Haddix,2003.0,Among the Barons,"Among the Barons (Shadow Children, #4)",4.08,17495
125662,439568420,9780000000000,R.L. Stine,1992.0,Say Cheese and Die!,"Say Cheese and Die! (Goosebumps, #4)",3.72,15540
328907,60932309,9780000000000,Bernard Cornwell,1997.0,Sharpe's Tiger,"Sharpe's Tiger (Sharpe, #1)",4.08,12793
207684,60837640,9780000000000,Meg Cabot,2007.0,Jinx,Jinx,3.72,21745
53064,141181737,9780000000000,"Thomas Mann, Joachim Neugroschel",1911.0,Der Tod in Venedig,Death in Venice and Other Tales,3.87,11873
21874813,345539931,9780000000000,Alan Bradley,2015.0,As Chimney Sweepers Come to Dust ,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",3.94,14337
13258,312421990,9780000000000,Zoë Heller,2003.0,Notes on a Scandal,What Was She Thinking? [Notes on a Scandal],3.69,11774
25293695,045147516X,9780000000000,J.R. Ward,2016.0,The Beast,"The Beast (Black Dagger Brotherhood, #14)",4.45,13243
65399,425193942,9780000000000,Dorothea Benton Frank,1999.0,Sullivan's Island,"Sullivan's Island (Lowcountry Tales, #1)",4.02,13081
229149,1892213753,9780000000000,"CLAMP, Anita Sengupta",1998.0,カードキャプターさくら 7 [Cardcaptor Sakura 7],"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",4.34,12151
10897866,1460995457,9780000000000,G.P. Ching,2011.0,The Soulkeepers (The Soulkeepers #1),"The Soulkeepers (The Soulkeepers, #1)",3.71,7328
1048645,439636485,9780000000000,Michael Morpurgo,2003.0,Private Peaceful,Private Peaceful,4.16,13123
383514,425215679,9780000000000,Rhys Bowen,2007.0,Her Royal Spyness (Her Royal Spyness Mysteries #1),"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",3.76,17498
8269450,385670516,9780000000000,Kelley Armstrong,2009.0,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)",4.47,14473
261604,812570812,9780000000000,Elizabeth Haydon,1999.0,Rhapsody: Child of Blood,"Rhapsody: Child of Blood (Symphony of Ages, #1)",3.95,16329
91201,553278118,9780000000000,Erich Segal,1988.0,Doctors,Doctors,4.0,11331
142395,1566562937,9780000000000,"Amin Maalouf, Russell Harris",1988.0,Samarcande,Samarkand,4.2,7600
7685763,399156879,9780000000000,J.D. Robb,2010.0,Indulgence in Death,"Indulgence in Death (In Death, #31)",4.32,16464
15852479,316230812,9780000000000,NoViolet Bulawayo,2013.0,We Need New Names,We Need New Names,3.71,11262
5093760,451226801,9780000000000,Jen Lancaster,2009.0,"Pretty in Plaid: A Life, a Witch, and a Wardrobe, or, the Wonder Years Before the Condescending, Egomanical, Self-Centered Smart-Ass Phase",Pretty in Plaid,3.88,14860
180930,875421180,9780000000000,Scott Cunningham,1988.0,Wicca: A Guide for the Solitary Practitioner,Wicca: A Guide for the Solitary Practitioner,4.01,12264
179142,141185465,9780000000000,"Arthur Miller, Christopher Bigsby",1947.0,All My Sons,All My Sons,3.87,15337
7863274,330425781,9780000000000,Cath Crowley,2010.0,Graffiti Moon,Graffiti Moon,3.9,14176
845403,688040454,9780000000000,John Steptoe,1986.0,Mufaro's Beautiful Daughters: An African Tale,Mufaro's Beautiful Daughters: An African Tale,4.32,16479
61904,380818612,9780000000000,Lois McMaster Bujold,2003.0,Paladin of Souls,"Paladin of Souls (World of the Five Gods, #2)",4.13,15855
4986,743422007,9780000000000,Kurt Vonnegut Jr.,1999.0,"God Bless You, Dr. Kevorkian","God Bless You, Dr. Kevorkian",3.83,11543
3090282,1416551050,9780000000000,Molly Wizenberg,2009.0,A Homemade Life: Stories and Recipes from My Kitchen Table,A Homemade Life: Stories and Recipes from My Kitchen Table,3.94,13310
138069,618007016,9780000000000,David Wiesner,2001.0,The Three Pigs,The Three Pigs,4.15,16295
26123,1400078393,9780000000000,Martin E.P. Seligman,1990.0,Learned Optimism: How to Change Your Mind and Your Life,Learned Optimism: How to Change Your Mind and Your Life,3.98,11310
7827221,61779849,9780000000000,Kimberly Derting,2011.0,Desires of the Dead,"Desires of the Dead (The Body Finder, #2)",4.07,20654
155106,64440192,9780000000000,"Peggy Parish, Barbara Siebel Thomas",1966.0,Amelia Bedelia and the Surprise Shower,Amelia Bedelia and the Surprise Shower,4.27,14438
12125,689851324,9780000000000,Cynthia Voigt,1981.0,"Homecoming (Tillerman Family, #1)","Homecoming (Tillerman Cycle, #1)",3.92,17023
112751,440240972,9780000000000,Karen Marie Moning,2005.0,Spell of the Highlander ,"Spell of the Highlander (Highlander, #7)",4.27,21143
28482,553563696,9780000000000,"Margaret Weis, Tracy Hickman",1993.0,The Hand of Chaos,"The Hand of Chaos (The Death Gate Cycle, #5)",4.05,14911
382680,440225442,9780000000000,Harlan Coben,1998.0,One False Move,One False Move (Myron Bolitar #5),4.07,13599
62012,380000830,9780000000000,Roger Zelazny,1972.0,The Guns of Avalon,The Guns of Avalon (The Chronicles of Amber #2),4.16,15131
163465,435124773,9780000000000,Katherine Paterson,1978.0,The Great Gilly Hopkins,The Great Gilly Hopkins,3.83,15886
32807,425199320,9780000000000,Clive Cussler,2003.0,Trojan Odyssey,"Trojan Odyssey (Dirk Pitt, #17)",3.92,13635
138872,345338545,9780000000000,James Alexander Thom,1981.0,Follow the River,Follow the River,4.21,13697
91571,743484908,9780000000000,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603.0,Measure for Measure,Measure for Measure,3.67,15474
228221,425127583,9780000000000,"Owen  West, Dean Koontz",1981.0,The Mask,The Mask,3.75,14336
13514612,1423176375,9780000000000,Cristin Terrill,2013.0,All Our Yesterdays,All Our Yesterdays,4.05,16338
5368,141009829,9780000000000,Kathleen Winsor,1944.0,Forever Amber,Forever Amber ,3.98,13286
8619814,375868704,9780000000000,John  Stephens,2011.0,The Emerald Atlas,"The Emerald Atlas (The Books of Beginning, #1)",3.92,15057
28390369,241144159,9780000000000,Zadie Smith,2016.0,Swing Time,Swing Time,3.6,17311
1819632,1598163221,9780000000000,Yuna Kagesaki,2003.0,Karin,"Chibi Vampire, Vol. 01",3.99,13110
18667779,525425888,9780000000000,Nina LaCour,2014.0,Everything Leads to You,Everything Leads to You,3.89,17583
363851,316058297,9780000000000,Wendy Mass,2006.0,Jeremy Fink and the Meaning of Life,Jeremy Fink and the Meaning of Life,4.02,15567
216048,399237321,9780000000000,Patricia Polacco,1998.0,"Thank You, Mr. Falker","Thank You, Mr. Falker",4.52,13049
20821159,399158448,9780000000000,William Gibson,2014.0,The Peripheral,The Peripheral,3.94,8839
6464937,307269760,9780000000000,Alice Munro,2009.0,Too Much Happiness,Too Much Happiness,3.82,12106
